accession	locus	organism	mol_type	strain	country	location	continent	collection_date.y	collection_date.m	collection_date.d	host	isolation_source	isolate	length	N	M	F	HN	L	NP	P	D
KP690792.1	KP690792	Human respirovirus 3	viral cRNA	13-s-54	China	NA	Asia	2013	3	20	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690793.1	KP690793	Human respirovirus 3	viral cRNA	12-s-175	China	NA	Asia	2012	7	23	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KP690794.1	KP690794	Human respirovirus 3	viral cRNA	12-s-176	China	NA	Asia	2012	7	20	Homo sapiens	NA	NA	1719	0	0	0	100	0	0	0	0
KT796368.1	KT796368	Human respirovirus 3	viral cRNA	NSVH2013-40-03892	Spain	Catalonia	Europe	2013	10	2	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796369.1	KT796369	Human respirovirus 3	viral cRNA	NSVH2013-41-51296	Spain	Catalonia	Europe	2013	10	10	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796370.1	KT796370	Human respirovirus 3	viral cRNA	NSVH2014-9-41318	Spain	Catalonia	Europe	2014	2	26	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796371.1	KT796371	Human respirovirus 3	viral cRNA	NSVH2014-10-45149	Spain	Catalonia	Europe	2014	3	5	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796372.1	KT796372	Human respirovirus 3	viral cRNA	NSVH2014-12-51083	Spain	Catalonia	Europe	2014	3	17	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796373.1	KT796373	Human respirovirus 3	viral cRNA	NSVH2014-13-57715	Spain	Catalonia	Europe	2014	3	28	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796374.1	KT796374	Human respirovirus 3	viral cRNA	NSVH2014-15-02874	Spain	Catalonia	Europe	2014	4	7	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796375.1	KT796375	Human respirovirus 3	viral cRNA	NSVH2014-15-04749	Spain	Catalonia	Europe	2014	4	9	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796376.1	KT796376	Human respirovirus 3	viral cRNA	NSVH2014-15-04729	Spain	Catalonia	Europe	2014	4	11	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796377.1	KT796377	Human respirovirus 3	viral cRNA	NSVH2014-15-06216	Spain	Catalonia	Europe	2014	4	12	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796378.1	KT796378	Human respirovirus 3	viral cRNA	NSVH2014-15-06351	Spain	Catalonia	Europe	2014	4	12	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796379.1	KT796379	Human respirovirus 3	viral cRNA	NSVH2014-16-07133	Spain	Catalonia	Europe	2014	4	14	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796380.1	KT796380	Human respirovirus 3	viral cRNA	NSVH2014-16-05691	Spain	Catalonia	Europe	2014	4	14	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796381.1	KT796381	Human respirovirus 3	viral cRNA	NSVH2014-17-09634	Spain	Catalonia	Europe	2014	4	25	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796382.1	KT796382	Human respirovirus 3	viral cRNA	NSVH2014-17-13613	Spain	Catalonia	Europe	2014	4	27	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796383.1	KT796383	Human respirovirus 3	viral cRNA	NSVH2014-18-15042	Spain	Catalonia	Europe	2014	4	29	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796384.1	KT796384	Human respirovirus 3	viral cRNA	NSVH2014-18-15565	Spain	Catalonia	Europe	2014	4	30	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796385.1	KT796385	Human respirovirus 3	viral cRNA	NSVH2014-19-19616	Spain	Catalonia	Europe	2014	5	9	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796386.1	KT796386	Human respirovirus 3	viral cRNA	NSVH2014-20-17679	Spain	Catalonia	Europe	2014	5	16	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796387.1	KT796387	Human respirovirus 3	viral cRNA	NSVH2014-20-23867	Spain	Catalonia	Europe	2014	5	18	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796388.1	KT796388	Human respirovirus 3	viral cRNA	NSVH2014-21-20408	Spain	Catalonia	Europe	2014	5	23	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796389.1	KT796389	Human respirovirus 3	viral cRNA	NSVH2014-21-20464	Spain	Catalonia	Europe	2014	5	23	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796390.1	KT796390	Human respirovirus 3	viral cRNA	NSVH2014-23-24123	Spain	Catalonia	Europe	2014	6	2	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796391.1	KT796391	Human respirovirus 3	viral cRNA	NSVH2014-23-38439	Spain	Catalonia	Europe	2014	6	2	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796392.1	KT796392	Human respirovirus 3	viral cRNA	NSVH2014-23-32398	Spain	Catalonia	Europe	2014	6	4	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796393.1	KT796393	Human respirovirus 3	viral cRNA	NSVH2014-23-25887	Spain	Catalonia	Europe	2014	6	6	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796394.1	KT796394	Human respirovirus 3	viral cRNA	NSVH2014-27-35633	Spain	Catalonia	Europe	2014	7	1	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796395.1	KT796395	Human respirovirus 3	viral cRNA	NSVH2014-24-43329	Spain	Catalonia	Europe	2014	6	10	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796396.1	KT796396	Human respirovirus 3	viral cRNA	NSVH2014-24-27588	Spain	Catalonia	Europe	2014	6	11	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796397.1	KT796397	Human respirovirus 3	viral cRNA	NSVH2014-24-28533	Spain	Catalonia	Europe	2014	6	13	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796398.1	KT796398	Human respirovirus 3	viral cRNA	NSVH2014-24-28736	Spain	Catalonia	Europe	2014	6	13	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796399.1	KT796399	Human respirovirus 3	viral cRNA	NSVH2014-24-28743	Spain	Catalonia	Europe	2014	6	13	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796400.1	KT796400	Human respirovirus 3	viral cRNA	NSVH2014-25-29674	Spain	Catalonia	Europe	2014	6	16	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796401.1	KT796401	Human respirovirus 3	viral cRNA	NSVH2014-25-31723	Spain	Catalonia	Europe	2014	6	21	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796402.1	KT796402	Human respirovirus 3	viral cRNA	NSVH2014-26-32584	Spain	Catalonia	Europe	2014	6	23	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796403.1	KT796403	Human respirovirus 3	viral cRNA	NSVH2014-27-37213	Spain	Catalonia	Europe	2014	7	4	Homo sapiens	LRT	NA	1719	0	0	0	100	0	0	0	0
KT796404.1	KT796404	Human respirovirus 3	viral cRNA	NSVH2014-29-42647	Spain	Catalonia	Europe	2014	7	18	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796405.1	KT796405	Human respirovirus 3	viral cRNA	NSVH2014-31-46993	Spain	Catalonia	Europe	2014	7	30	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796406.1	KT796406	Human respirovirus 3	viral cRNA	NSVH2014-31-47421	Spain	Catalonia	Europe	2014	7	31	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796407.1	KT796407	Human respirovirus 3	viral cRNA	NSVH2014-32-50334	Spain	Catalonia	Europe	2014	8	8	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796408.1	KT796408	Human respirovirus 3	viral cRNA	NSVH2014-32-50436	Spain	Catalonia	Europe	2014	8	8	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796409.1	KT796409	Human respirovirus 3	viral cRNA	NSVH2014-34-78424	Spain	Catalonia	Europe	2014	8	22	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796410.1	KT796410	Human respirovirus 3	viral cRNA	NSVH2014-34-55429	Spain	Catalonia	Europe	2014	8	23	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796411.1	KT796411	Human respirovirus 3	viral cRNA	NSVH2014-34-55581	Spain	Catalonia	Europe	2014	8	24	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796412.1	KT796412	Human respirovirus 3	viral cRNA	NSVH2014-38-63785	Spain	Catalonia	Europe	2014	9	15	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796413.1	KT796413	Human respirovirus 3	viral cRNA	NSVH2014-40-68658	Spain	Catalonia	Europe	2014	9	29	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796414.1	KT796414	Human respirovirus 3	viral cRNA	NSVH2014-40-68798	Spain	Catalonia	Europe	2014	9	29	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796415.1	KT796415	Human respirovirus 3	viral cRNA	NSVH2014-42-74938	Spain	Catalonia	Europe	2014	10	14	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796416.1	KT796416	Human respirovirus 3	viral cRNA	NSVH2014-42-75209	Spain	Catalonia	Europe	2014	10	15	Homo sapiens	LRT	NA	1719	0	0	0	100	0	0	0	0
KT796417.1	KT796417	Human respirovirus 3	viral cRNA	NSVH2014-45-11198	Spain	Catalonia	Europe	2014	11	7	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796418.1	KT796418	Human respirovirus 3	viral cRNA	NSVH2014-45-27445	Spain	Catalonia	Europe	2014	11	7	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796419.1	KT796419	Human respirovirus 3	viral cRNA	NSVH2014-47-91347	Spain	Catalonia	Europe	2014	11	20	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796420.1	KT796420	Human respirovirus 3	viral cRNA	NSVH2014-48-92818	Spain	Catalonia	Europe	2014	11	24	Homo sapiens	LRT	NA	1719	0	0	0	100	0	0	0	0
KT796421.1	KT796421	Human respirovirus 3	viral cRNA	NSVH2014-49-95812	Spain	Catalonia	Europe	2014	12	1	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796422.1	KT796422	Human respirovirus 3	viral cRNA	NSVH2014-49-26392	Spain	Catalonia	Europe	2014	12	5	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796423.1	KT796423	Human respirovirus 3	viral cRNA	NSVH2014-49-27331	Spain	Catalonia	Europe	2014	12	7	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796424.1	KT796424	Human respirovirus 3	viral cRNA	NSVH2014-52-38938	Spain	Catalonia	Europe	2014	12	28	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796425.1	KT796425	Human respirovirus 3	viral cRNA	NSVH2014-1-39424	Spain	Catalonia	Europe	2014	12	29	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796426.1	KT796426	Human respirovirus 3	viral cRNA	NSVH2015-3-48131	Spain	Catalonia	Europe	2015	1	14	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796427.1	KT796427	Human respirovirus 3	viral cRNA	NSVH2015-3-48320	Spain	Catalonia	Europe	2015	1	14	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796428.1	KT796428	Human respirovirus 3	viral cRNA	NSVH2015-3-48395	Spain	Catalonia	Europe	2015	1	14	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796429.1	KT796429	Human respirovirus 3	viral cRNA	NSVH2015-3-48594	Spain	Catalonia	Europe	2015	1	14	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796430.1	KT796430	Human respirovirus 3	viral cRNA	NSVH2015-5-20273	Spain	Catalonia	Europe	2015	1	28	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796431.1	KT796431	Human respirovirus 3	viral cRNA	NSVH2015-6-80813	Spain	Catalonia	Europe	2015	2	5	Homo sapiens	LRT	NA	1719	0	0	0	100	0	0	0	0
KT796432.1	KT796432	Human respirovirus 3	viral cRNA	NSVH2015-6-62292	Spain	Catalonia	Europe	2015	2	7	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796433.1	KT796433	Human respirovirus 3	viral cRNA	NSVH2015-11-81946	Spain	Catalonia	Europe	2015	3	11	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796434.1	KT796434	Human respirovirus 3	viral cRNA	NSVH2015-11-40367	Spain	Catalonia	Europe	2015	3	13	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796435.1	KT796435	Human respirovirus 3	viral cRNA	NSVH2015-13-89296	Spain	Catalonia	Europe	2015	3	24	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796436.1	KT796436	Human respirovirus 3	viral cRNA	NSVH2015-13-45002	Spain	Catalonia	Europe	2015	3	24	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796437.1	KT796437	Human respirovirus 3	viral cRNA	NSVH2015-13-90987	Spain	Catalonia	Europe	2015	3	27	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796438.1	KT796438	Human respirovirus 3	viral cRNA	NSVH2015-13-91612	Spain	Catalonia	Europe	2015	3	28	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796439.1	KT796439	Human respirovirus 3	viral cRNA	NSVH2015-14-93375	Spain	Catalonia	Europe	2015	3	31	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796440.1	KT796440	Human respirovirus 3	viral cRNA	NSVH2015-15-96372	Spain	Catalonia	Europe	2015	4	6	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796441.1	KT796441	Human respirovirus 3	viral cRNA	NSVH2015-15-96555	Spain	Catalonia	Europe	2015	4	6	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796442.1	KT796442	Human respirovirus 3	viral cRNA	NSVH2015-15-97333	Spain	Catalonia	Europe	2015	4	8	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796443.1	KT796443	Human respirovirus 3	viral cRNA	NSVH2015-15-50597	Spain	Catalonia	Europe	2015	4	8	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796444.1	KT796444	Human respirovirus 3	viral cRNA	NSVH2015-15-98219	Spain	Catalonia	Europe	2015	4	9	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796445.1	KT796445	Human respirovirus 3	viral cRNA	NSVH2015-15-99033	Spain	Catalonia	Europe	2015	4	10	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796446.1	KT796446	Human respirovirus 3	viral cRNA	NSVH2015-16-00692	Spain	Catalonia	Europe	2015	4	14	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796447.1	KT796447	Human respirovirus 3	viral cRNA	NSVH2015-16-22771	Spain	Catalonia	Europe	2015	4	16	Homo sapiens	LRT	NA	1719	0	0	0	100	0	0	0	0
KT796448.1	KT796448	Human respirovirus 3	viral cRNA	NSVH2015-17-56467	Spain	Catalonia	Europe	2015	4	21	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796449.1	KT796449	Human respirovirus 3	viral cRNA	NSVH2015-17-57439	Spain	Catalonia	Europe	2015	4	23	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796450.1	KT796450	Human respirovirus 3	viral cRNA	NSVH2015-17-58429	Spain	Catalonia	Europe	2015	4	26	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796451.1	KT796451	Human respirovirus 3	viral cRNA	NSVH2015-18-58875	Spain	Catalonia	Europe	2015	4	27	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796452.1	KT796452	Human respirovirus 3	viral cRNA	NSVH2015-18-59926	Spain	Catalonia	Europe	2015	4	29	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796453.1	KT796453	Human respirovirus 3	viral cRNA	NSVH2015-18-60868	Spain	Catalonia	Europe	2015	5	2	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796454.1	KT796454	Human respirovirus 3	viral cRNA	NSVH2015-19-63847	Spain	Catalonia	Europe	2015	5	9	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796455.1	KT796455	Human respirovirus 3	viral cRNA	NSVH2015-20-65893	Spain	Catalonia	Europe	2015	5	13	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796456.1	KT796456	Human respirovirus 3	viral cRNA	NSVH2015-20-67163	Spain	Catalonia	Europe	2015	5	17	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796457.1	KT796457	Human respirovirus 3	viral cRNA	NSVH2014-16-07130	Spain	Catalonia	Europe	2014	4	14	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796458.1	KT796458	Human respirovirus 3	viral cRNA	NSVH2014-52-05083	Spain	Catalonia	Europe	2014	12	23	Homo sapiens	LRT	NA	1719	0	0	0	100	0	0	0	0
KT796459.1	KT796459	Human respirovirus 3	viral cRNA	NSVH2015-15-99540	Spain	Catalonia	Europe	2015	4	12	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796460.1	KT796460	Human respirovirus 3	viral cRNA	NSVH2014-15-04182	Spain	Catalonia	Europe	2014	4	10	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT796461.1	KT796461	Human respirovirus 3	viral cRNA	NSVH2015-19-61593	Spain	Catalonia	Europe	2015	5	4	Homo sapiens	URT	NA	1719	0	0	0	100	0	0	0	0
KT898925.1	KT898925	Human respirovirus 3	viral cRNA	Pavia/4139/2013	Italy	NA	Europe	2013	2	1	Homo sapiens	nasal swab	NA	1719	0	0	0	100	0	0	0	0
KT898926.1	KT898926	Human respirovirus 3	viral cRNA	Pavia/14549/2013	Italy	NA	Europe	2013	7	1	Homo sapiens	nasal swab	NA	1719	0	0	0	100	0	0	0	0
KT898927.1	KT898927	Human respirovirus 3	viral cRNA	Pavia/VR9716/2009	Italy	NA	Europe	2009	1	1	Homo sapiens	nasal swab	NA	1719	0	0	0	100	0	0	0	0
KT898928.1	KT898928	Human respirovirus 3	viral cRNA	Pavia/13164/2015	Italy	NA	Europe	2015	6	1	Homo sapiens	nasal swab	NA	1719	0	0	0	100	0	0	0	0
KT898929.1	KT898929	Human respirovirus 3	viral cRNA	Pavia/14610/2014	Italy	NA	Europe	2014	6	1	Homo sapiens	nasal swab	NA	1719	0	0	0	100	0	0	0	0
KT898930.1	KT898930	Human respirovirus 3	viral cRNA	Pavia/16973/2014	Italy	NA	Europe	2014	7	1	Homo sapiens	nasal swab	NA	1719	0	0	0	100	0	0	0	0
KT898931.1	KT898931	Human respirovirus 3	viral cRNA	Pavia/17961/2014	Italy	NA	Europe	2014	7	1	Homo sapiens	nasal swab	NA	1719	0	0	0	100	0	0	0	0
KT898932.1	KT898932	Human respirovirus 3	viral cRNA	Pavia/15215/2014	Italy	NA	Europe	2014	6	1	Homo sapiens	nasal swab	NA	1719	0	0	0	100	0	0	0	0
KX467885.1	KX467885	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2011	3	7	Homo sapiens	NA	HPIV3s/Zagreb.HR/10.11(6622)	3748	0	0	100	100	0	0	0	0
KX467886.1	KX467886	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2011	4	5	Homo sapiens	NA	HPIV3s/Zagreb.HR/14.11(8322)	3748	0	0	100	100	0	0	0	0
KX467887.1	KX467887	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2011	4	25	Homo sapiens	NA	HPIV3s/Zagreb.HR/17.11(9124)	3748	0	0	100	100	0.782056957	0	0	0
KX467888.1	KX467888	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2011	4	13	Homo sapiens	NA	HPIV3s/Zagreb.HR/19.11(9934)	3748	0	0	100	100	0.782056957	0	0	0
KX467889.1	KX467889	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2011	6	8	Homo sapiens	NA	HPIV3s/Zagreb.HR/23.11(11100)	3748	0	0	100	100	0	0	0	0
KX467890.1	KX467890	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2011	6	22	Homo sapiens	NA	HPIV3s/Zagreb.HR/25.11(11676)	3748	0	0	100	100	0	0	0	0
KX467891.1	KX467891	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2012	5	8	Homo sapiens	NA	HPIV3s/Zagreb.HR/19.12(2501)	3748	0	0	100	100	0	0	0	0
KX467892.1	KX467892	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2012	5	20	Homo sapiens	NA	HPIV3s/Zagreb.HR/20.12(2547)	3748	0	0	100	100	0.782056957	0	0	0
KX467893.1	KX467893	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2012	10	30	Homo sapiens	NA	HPIV3s/Zagreb.HR/44.12(3108)	3748	0	0	100	100	0.782056957	0	0	0
KX467894.1	KX467894	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2012	11	29	Homo sapiens	NA	HPIV3s/Zagreb.HR/48.12(3266)	3748	0	0	100	100	0.782056957	0	0	0
KX467895.1	KX467895	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2012	12	17	Homo sapiens	NA	HPIV3s/Zagreb.HR/51.12(3379)	3748	0	0	100	100	0.782056957	0	0	0
KX467896.1	KX467896	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2013	11	15	Homo sapiens	NA	HPIV3s/Zagreb.HR/46.13(1650)	3748	0	0	100	100	0.782056957	0	0	0
KX467897.1	KX467897	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2014	2	17	Homo sapiens	NA	HPIV3s/Zagreb.HR/08.14(346)	3748	0	0	100	100	0.782056957	0	0	0
KX467898.1	KX467898	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2014	2	20	Homo sapiens	NA	HPIV3s/Zagreb.HR/08.14(390)	3748	0	0	100	100	0	0	0	0
KX467899.1	KX467899	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2014	2	21	Homo sapiens	NA	HPIV3s/Zagreb.HR/08.14(420)	3748	0	0	100	100	0.782056957	0	0	0
KX467900.1	KX467900	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2011	4	13	Homo sapiens	NA	HPIV3s/Zagreb.HR/19.11(9935)	3748	0	0	100	100	0	0	0	0
KX467901.1	KX467901	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2011	4	4	Homo sapiens	NA	HPIV3s/Zagreb.HR/18.11(9484)	3748	0	0	100	100	0.782056957	0	0	0
KX467902.1	KX467902	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2012	10	7	Homo sapiens	NA	HPIV3s/Zagreb.HR/40.12(2999)	3748	0	0	100	100	0.782056957	0	0	0
KX467903.1	KX467903	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2013	11	15	Homo sapiens	NA	HPIV3s/Zagreb.HR/46.13(1651)	3748	0	0	100	100	0.782056957	0	0	0
KX467904.1	KX467904	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2014	5	23	Homo sapiens	NA	HPIV3s/Zagreb.HR/21.14(1014)	3748	0	0	100	100	0.782056957	0	0	0
KX467905.1	KX467905	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2014	10	2	Homo sapiens	NA	HPIV3s/Zagreb.HR/40.14(1406)	3748	0	0	100	100	0.782056957	0	0	0
KX467906.1	KX467906	Human respirovirus 3	viral cRNA	NA	Croatia	NA	Europe	2015	5	21	Homo sapiens	NA	HPIV3s/Zagreb.HR/29.15(1322)	3748	0	0	100	100	0.782056957	0	0	0
KX912748.1	KX912748	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	3	12	Homo sapiens	nasopharyngeal swab	MY-U97/12	1719	0	0	0	100	0	0	0	0
KX912749.1	KX912749	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	3	21	Homo sapiens	nasopharyngeal swab	MY-U164/12	1719	0	0	0	100	0	0	0	0
KX912750.1	KX912750	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	3	23	Homo sapiens	nasopharyngeal swab	MY-U176/12	1719	0	0	0	100	0	0	0	0
KX912751.1	KX912751	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	3	26	Homo sapiens	nasopharyngeal swab	MY-U186/12	1719	0	0	0	100	0	0	0	0
KX912752.1	KX912752	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	4	9	Homo sapiens	nasopharyngeal swab	MY-U283/12	1719	0	0	0	100	0	0	0	0
KX912753.1	KX912753	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	4	9	Homo sapiens	nasopharyngeal swab	MY-U284/12	1719	0	0	0	100	0	0	0	0
KX912754.1	KX912754	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	4	20	Homo sapiens	nasopharyngeal swab	MY-U344/12	1719	0	0	0	100	0	0	0	0
KX912755.1	KX912755	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	4	23	Homo sapiens	nasopharyngeal swab	MY-U359/12	1719	0	0	0	100	0	0	0	0
KX912756.1	KX912756	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	4	23	Homo sapiens	nasopharyngeal swab	MY-U369/12	1719	0	0	0	100	0	0	0	0
KX912757.1	KX912757	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	4	25	Homo sapiens	nasopharyngeal swab	MY-U377/12	1719	0	0	0	100	0	0	0	0
KX912758.1	KX912758	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	4	27	Homo sapiens	nasopharyngeal swab	MY-U385/12	1719	0	0	0	100	0	0	0	0
KX912759.1	KX912759	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	5	2	Homo sapiens	nasopharyngeal swab	MY-U417/12	1719	0	0	0	100	0	0	0	0
KX912760.1	KX912760	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	5	14	Homo sapiens	nasopharyngeal swab	MY-U494/12	1719	0	0	0	100	0	0	0	0
KX912761.1	KX912761	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	5	16	Homo sapiens	nasopharyngeal swab	MY-U510/12	1719	0	0	0	100	0	0	0	0
KX912762.1	KX912762	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	5	16	Homo sapiens	nasopharyngeal swab	MY-U511/12	1719	0	0	0	100	0	0	0	0
KX912763.1	KX912763	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	5	21	Homo sapiens	nasopharyngeal swab	MY-U530/12	1719	0	0	0	100	0	0	0	0
