accession	locus	organism	mol_type	strain	country	location	continent	collection_date.y	collection_date.m	collection_date.d	host	isolation_source	isolate	length	N	M	F	HN	L	NP	P	D
KX574707.1	KX574707	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/SCH8/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15418	100	100	100	100	100	100	100	100
KX574708.1	KX574708	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/SCH2/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15418	100	100	100	100	100	99.87080103	100	100
KX574709.1	KX574709	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/SCH10/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15325	54.06976744	79.00188324	91.85185185	32.80977312	84.36287675	54.06976744	91.15533444	100
KX574710.1	KX574710	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/SCH11/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15411	100	100	100	100	100	99.87080103	100	100
KX574711.1	KX574711	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/SCH13/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15434	100	100	100	100	100	100	100	100
KX912748.1	KX912748	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	3	12	Homo sapiens	nasopharyngeal swab	MY-U97/12	1719	0	0	0	100	0	0	0	0
KX912749.1	KX912749	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	3	21	Homo sapiens	nasopharyngeal swab	MY-U164/12	1719	0	0	0	100	0	0	0	0
KX912750.1	KX912750	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	3	23	Homo sapiens	nasopharyngeal swab	MY-U176/12	1719	0	0	0	100	0	0	0	0
KX912751.1	KX912751	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	3	26	Homo sapiens	nasopharyngeal swab	MY-U186/12	1719	0	0	0	100	0	0	0	0
KX912752.1	KX912752	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	4	9	Homo sapiens	nasopharyngeal swab	MY-U283/12	1719	0	0	0	100	0	0	0	0
KX912753.1	KX912753	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	4	9	Homo sapiens	nasopharyngeal swab	MY-U284/12	1719	0	0	0	100	0	0	0	0
KX912754.1	KX912754	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	4	20	Homo sapiens	nasopharyngeal swab	MY-U344/12	1719	0	0	0	100	0	0	0	0
KX912755.1	KX912755	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	4	23	Homo sapiens	nasopharyngeal swab	MY-U359/12	1719	0	0	0	100	0	0	0	0
KX912756.1	KX912756	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	4	23	Homo sapiens	nasopharyngeal swab	MY-U369/12	1719	0	0	0	100	0	0	0	0
KX912757.1	KX912757	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	4	25	Homo sapiens	nasopharyngeal swab	MY-U377/12	1719	0	0	0	100	0	0	0	0
KX912758.1	KX912758	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	4	27	Homo sapiens	nasopharyngeal swab	MY-U385/12	1719	0	0	0	100	0	0	0	0
KX912759.1	KX912759	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	5	2	Homo sapiens	nasopharyngeal swab	MY-U417/12	1719	0	0	0	100	0	0	0	0
KX912760.1	KX912760	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	5	14	Homo sapiens	nasopharyngeal swab	MY-U494/12	1719	0	0	0	100	0	0	0	0
KX912761.1	KX912761	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	5	16	Homo sapiens	nasopharyngeal swab	MY-U510/12	1719	0	0	0	100	0	0	0	0
KX912762.1	KX912762	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	5	16	Homo sapiens	nasopharyngeal swab	MY-U511/12	1719	0	0	0	100	0	0	0	0
KX912763.1	KX912763	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	5	21	Homo sapiens	nasopharyngeal swab	MY-U530/12	1719	0	0	0	100	0	0	0	0
KX912764.1	KX912764	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	5	30	Homo sapiens	nasopharyngeal swab	MY-U578/12	1719	0	0	0	100	0	0	0	0
KX912765.1	KX912765	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	6	1	Homo sapiens	nasopharyngeal swab	MY-U592/12	1719	0	0	0	100	0	0	0	0
KX912766.1	KX912766	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	6	6	Homo sapiens	nasopharyngeal swab	MY-U616/12	1719	0	0	0	100	0	0	0	0
KX912767.1	KX912767	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	6	11	Homo sapiens	nasopharyngeal swab	MY-U654/12	1719	0	0	0	100	0	0	0	0
KX912768.1	KX912768	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	7	6	Homo sapiens	nasopharyngeal swab	MY-U800/12	1719	0	0	0	100	0	0	0	0
KX912769.1	KX912769	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	7	16	Homo sapiens	nasopharyngeal swab	MY-U864/12	1719	0	0	0	100	0	0	0	0
KX912770.1	KX912770	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	7	18	Homo sapiens	nasopharyngeal swab	MY-U882/12	1719	0	0	0	100	0	0	0	0
KX912771.1	KX912771	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	9	12	Homo sapiens	nasopharyngeal swab	MY-U1157/12	1719	0	0	0	100	0	0	0	0
KX912772.1	KX912772	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	10	1	Homo sapiens	nasopharyngeal swab	MY-U1235/12	1719	0	0	0	100	0	0	0	0
KX912773.1	KX912773	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	10	10	Homo sapiens	nasopharyngeal swab	MY-U1286/12	1719	0	0	0	100	0	0	0	0
KX912774.1	KX912774	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	10	30	Homo sapiens	nasopharyngeal swab	MY-U1376/12	1719	0	0	0	100	0	0	0	0
KX912775.1	KX912775	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	11	2	Homo sapiens	nasopharyngeal swab	MY-U1398/12	1719	0	0	0	100	0	0	0	0
KX912776.1	KX912776	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	12	10	Homo sapiens	nasopharyngeal swab	MY-U1633/12	1719	0	0	0	100	0	0	0	0
KX912777.1	KX912777	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	12	17	Homo sapiens	nasopharyngeal swab	MY-U1654/12	1719	0	0	0	100	0	0	0	0
KX912778.1	KX912778	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	12	19	Homo sapiens	nasopharyngeal swab	MY-U1673/12	1719	0	0	0	100	0	0	0	0
KX912779.1	KX912779	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2012	12	28	Homo sapiens	nasopharyngeal swab	MY-U1728/12	1719	0	0	0	100	0	0	0	0
KX912780.1	KX912780	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	1	2	Homo sapiens	nasopharyngeal swab	MY-U1765/13	1719	0	0	0	100	0	0	0	0
KX912781.1	KX912781	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	2	22	Homo sapiens	nasopharyngeal swab	MY-U2018/13	1719	0	0	0	100	0	0	0	0
KX912782.1	KX912782	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	2	22	Homo sapiens	nasopharyngeal swab	MY-U2020/13	1719	0	0	0	100	0	0	0	0
KX912783.1	KX912783	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	2	22	Homo sapiens	nasopharyngeal swab	MY-U2024/13	1719	0	0	0	100	0	0	0	0
KX912784.1	KX912784	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	3	8	Homo sapiens	nasopharyngeal swab	MY-U2103/13	1719	0	0	0	100	0	0	0	0
KX912785.1	KX912785	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	3	11	Homo sapiens	nasopharyngeal swab	MY-U2116/13	856	0	0	0	49.79639325	0	0	0	0
KX912786.1	KX912786	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	3	15	Homo sapiens	nasopharyngeal swab	MY-U2142/13	1719	0	0	0	100	0	0	0	0
KX912787.1	KX912787	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	3	15	Homo sapiens	nasopharyngeal swab	MY-U2147/13	1719	0	0	0	100	0	0	0	0
KX912788.1	KX912788	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	3	18	Homo sapiens	nasopharyngeal swab	MY-U2152/13	1719	0	0	0	100	0	0	0	0
KX912789.1	KX912789	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	3	20	Homo sapiens	nasopharyngeal swab	MY-U2165/13	1719	0	0	0	100	0	0	0	0
KX912790.1	KX912790	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	3	25	Homo sapiens	nasopharyngeal swab	MY-U2195/13	1719	0	0	0	100	0	0	0	0
KX912791.1	KX912791	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	4	1	Homo sapiens	nasopharyngeal swab	MY-U2223/13	1719	0	0	0	100	0	0	0	0
KX912792.1	KX912792	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	4	10	Homo sapiens	nasopharyngeal swab	MY-U2279/13	1719	0	0	0	100	0	0	0	0
KX912793.1	KX912793	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	4	15	Homo sapiens	nasopharyngeal swab	MY-U2294/13	1719	0	0	0	100	0	0	0	0
KX912794.1	KX912794	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	4	22	Homo sapiens	nasopharyngeal swab	MY-U2320/13	1719	0	0	0	100	0	0	0	0
KX912795.1	KX912795	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	4	29	Homo sapiens	nasopharyngeal swab	MY-U2348/13	1719	0	0	0	100	0	0	0	0
KX912796.1	KX912796	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	5	10	Homo sapiens	nasopharyngeal swab	MY-U2391/13	1719	0	0	0	100	0	0	0	0
KX912797.1	KX912797	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	5	10	Homo sapiens	nasopharyngeal swab	MY-U2392/13	1719	0	0	0	100	0	0	0	0
KX912798.1	KX912798	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	5	13	Homo sapiens	nasopharyngeal swab	MY-U2398/13	1719	0	0	0	100	0	0	0	0
KX912799.1	KX912799	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	5	13	Homo sapiens	nasopharyngeal swab	MY-U2403_3/13	1719	0	0	0	100	0	0	0	0
KX912800.1	KX912800	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	5	15	Homo sapiens	nasopharyngeal swab	MY-U2417/13	1719	0	0	0	100	0	0	0	0
KX912801.1	KX912801	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	5	17	Homo sapiens	nasopharyngeal swab	MY-U2421/13	1719	0	0	0	100	0	0	0	0
KX912802.1	KX912802	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	5	27	Homo sapiens	nasopharyngeal swab	MY-U2443/13	1719	0	0	0	100	0	0	0	0
KX912803.1	KX912803	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	5	31	Homo sapiens	nasopharyngeal swab	MY-U2459/13	1719	0	0	0	100	0	0	0	0
KX912804.1	KX912804	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	6	12	Homo sapiens	nasopharyngeal swab	MY-U2495/13	1719	0	0	0	100	0	0	0	0
KX912805.1	KX912805	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	6	12	Homo sapiens	nasopharyngeal swab	MY-U2496/13	1719	0	0	0	100	0	0	0	0
KX912806.1	KX912806	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	6	28	Homo sapiens	nasopharyngeal swab	MY-U2560/13	1719	0	0	0	100	0	0	0	0
KX912807.1	KX912807	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	7	5	Homo sapiens	nasopharyngeal swab	MY-U2587/13	1719	0	0	0	100	0	0	0	0
KX912808.1	KX912808	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	8	16	Homo sapiens	nasopharyngeal swab	MY-U2686/13	1719	0	0	0	100	0	0	0	0
KX912809.1	KX912809	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2013	10	30	Homo sapiens	nasopharyngeal swab	MY-U2980/13	1719	0	0	0	100	0	0	0	0
KX912810.1	KX912810	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2014	1	20	Homo sapiens	nasopharyngeal swab	MY-U3395/14	1719	0	0	0	100	0	0	0	0
KX912811.1	KX912811	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2014	1	20	Homo sapiens	nasopharyngeal swab	MY-U3403/14	1719	0	0	0	100	0	0	0	0
KX912812.1	KX912812	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2014	2	7	Homo sapiens	nasopharyngeal swab	MY-U3475/14	1719	0	0	0	100	0	0	0	0
KX912813.1	KX912813	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2014	3	7	Homo sapiens	nasopharyngeal swab	MY-U3604/14	1719	0	0	0	100	0	0	0	0
KX912814.1	KX912814	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2014	4	28	Homo sapiens	nasopharyngeal swab	MY-U3828/14	1719	0	0	0	100	0	0	0	0
KX912815.1	KX912815	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2014	5	2	Homo sapiens	nasopharyngeal swab	MY-U3851/14	1719	0	0	0	100	0	0	0	0
KX912816.1	KX912816	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2014	5	5	Homo sapiens	nasopharyngeal swab	MY-U3866/14	1719	0	0	0	100	0	0	0	0
KX912817.1	KX912817	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2014	5	12	Homo sapiens	nasopharyngeal swab	MY-U3890/14	1719	0	0	0	100	0	0	0	0
KX912818.1	KX912818	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2014	5	14	Homo sapiens	nasopharyngeal swab	MY-U3897/14	1719	0	0	0	100	0	0	0	0
KX912819.1	KX912819	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2014	5	14	Homo sapiens	nasopharyngeal swab	MY-U3900/14	1719	0	0	0	100	0	0	0	0
KX912820.1	KX912820	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2014	5	16	Homo sapiens	nasopharyngeal swab	MY-U3902/14	1719	0	0	0	100	0	0	0	0
KX912821.1	KX912821	Human respirovirus 3	viral cRNA	NA	Malaysia	NA	Asia	2014	5	19	Homo sapiens	nasopharyngeal swab	MY-U3915/14	1719	0	0	0	100	0	0	0	0
KY234287.1	KY234287	Human respirovirus 3	viral cRNA	HPIV3/China/BCH01/2016	China	NA	Asia	2016	NA	NA	Homo sapiens	NA	NA	15498	100	100	100	100	100	100	100	100
KY355144.1	KY355144	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2014	9	NA	Homo sapiens	nasopharyngeal swab	BJ/251/2014	1719	0	0	0	100	0	0	0	0
KY355145.1	KY355145	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2014	9	NA	Homo sapiens	nasopharyngeal swab	BJ/242/2014	1719	0	0	0	100	0	0	0	0
KY355146.1	KY355146	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2015	4	NA	Homo sapiens	nasopharyngeal swab	BJ/05106/2015	1719	0	0	0	100	0	0	0	0
KY355147.1	KY355147	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2015	4	NA	Homo sapiens	nasopharyngeal swab	BJ/08187/2015	1719	0	0	0	100	0	0	0	0
KY355148.1	KY355148	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2015	7	NA	Homo sapiens	nasopharyngeal swab	BJ/05114/2015	1719	0	0	0	100	0	0	0	0
KY355149.1	KY355149	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2015	7	NA	Homo sapiens	nasopharyngeal swab	BJ/11058/2015	1719	0	0	0	100	0	0	0	0
KY355150.1	KY355150	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2015	7	NA	Homo sapiens	nasopharyngeal swab	BJ/11286/2015	1719	0	0	0	100	0	0	0	0
KY355151.1	KY355151	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2015	7	NA	Homo sapiens	nasopharyngeal swab	BJ/11222/2015	1719	0	0	0	100	0	0	0	0
KY355152.1	KY355152	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2015	8	NA	Homo sapiens	nasopharyngeal swab	BJ/03113/2015	1719	0	0	0	100	0	0	0	0
KY355153.1	KY355153	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2015	8	NA	Homo sapiens	nasopharyngeal swab	BJ/07029/2015	1719	0	0	0	100	0	0	0	0
KY355154.1	KY355154	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2016	7	NA	Homo sapiens	nasopharyngeal swab	BJ/11021/2016	1719	0	0	0	100	0	0	0	0
KY355155.1	KY355155	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2016	7	NA	Homo sapiens	nasopharyngeal swab	BJ/11275/2016	1719	0	0	0	100	0	0	0	0
KY355156.1	KY355156	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2015	8	NA	Homo sapiens	nasopharyngeal swab	BJ/03108/2015	1719	0	0	0	100	0	0	0	0
KY355157.1	KY355157	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2016	4	NA	Homo sapiens	nasopharyngeal swab	BJ/03151/2016	1719	0	0	0	100	0	0	0	0
KY355158.1	KY355158	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2016	4	NA	Homo sapiens	nasopharyngeal swab	BJ/05111/2016	1719	0	0	0	100	0	0	0	0
KY355159.1	KY355159	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2014	9	NA	Homo sapiens	nasopharyngeal swab	BJ/16/2014	1719	0	0	0	100	0	0	0	0
KY355160.1	KY355160	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2016	7	NA	Homo sapiens	nasopharyngeal swab	BJ/11502/2016	1719	0	0	0	100	0	0	0	0
KY355161.1	KY355161	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2015	9	NA	Homo sapiens	nasopharyngeal swab	BJ/02073/2015	1719	0	0	0	100	0	0	0	0
KY369862.1	KY369862	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/SC129/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15396	100	100	100	100	100	99.87080103	100	100
KY369863.1	KY369863	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/SC161/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15408	100	100	100	100	100	99.87080103	100	100
KY369864.1	KY369864	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/SC291/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15411	100	100	100	100	100	100	100	100
KY369865.1	KY369865	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/SC789/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15391	100	100	100	100	100	100	100	100
KY369866.1	KY369866	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/SC876/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15462	100	100	100	100	100	100	100	100
KY369867.1	KY369867	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/SC1216/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15462	100	100	100	100	100	100	100	100
KY369868.1	KY369868	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/SC139/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15356	100	100	100	100	100	100	100	100
KY369869.1	KY369869	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/SC271/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15388	100	100	100	100	100	100	100	100
KY369870.1	KY369870	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/SC332/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15382	100	100	100	100	100	99.87080103	100	100
KY369871.1	KY369871	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/SC717/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15381	100	100	100	100	100	100	100	100
KY369872.1	KY369872	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/SC9791/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15542	100	100	100	100	100	100	100	100
KY369876.1	KY369876	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/SC113/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15419	100	100	100	100	100	100	100	100
KY618141.1	KY618141	Human respirovirus 3	viral cRNA	C84A-1-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	545	0	0	33.64197531	0	0	0	0	0
KY618142.1	KY618142	Human respirovirus 3	viral cRNA	C84A-1-2	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	545	0	0	33.64197531	0	0	0	0	0
KY618143.1	KY618143	Human respirovirus 3	viral cRNA	C84A-1-3	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	545	0	0	33.64197531	0	0	0	0	0
KY618144.1	KY618144	Human respirovirus 3	viral cRNA	C84A-1-4	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	545	0	0	33.64197531	0	0	0	0	0
KY618145.1	KY618145	Human respirovirus 3	viral cRNA	C84A-1-5	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	545	0	0	33.64197531	0	0	0	0	0
KY618146.1	KY618146	Human respirovirus 3	viral cRNA	C84A-1-6	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	545	0	0	33.64197531	0	0	0	0	0
KY618147.1	KY618147	Human respirovirus 3	viral cRNA	C84B-3-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	545	0	0	33.64197531	0	0	0	0	0
KY618148.1	KY618148	Human respirovirus 3	viral cRNA	C84B-3-2	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	545	0	0	33.64197531	0	0	0	0	0
KY618149.1	KY618149	Human respirovirus 3	viral cRNA	C84A-1-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618150.1	KY618150	Human respirovirus 3	viral cRNA	C84A-1-2	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618151.1	KY618151	Human respirovirus 3	viral cRNA	C84A-1-3	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618152.1	KY618152	Human respirovirus 3	viral cRNA	C84A-1-4	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618153.1	KY618153	Human respirovirus 3	viral cRNA	C84A-1-5	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618154.1	KY618154	Human respirovirus 3	viral cRNA	C84A-1-6	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618155.1	KY618155	Human respirovirus 3	viral cRNA	C84A-2-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618156.1	KY618156	Human respirovirus 3	viral cRNA	C84A-2-2	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618157.1	KY618157	Human respirovirus 3	viral cRNA	C84A-3-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618158.1	KY618158	Human respirovirus 3	viral cRNA	C84A-4-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618159.1	KY618159	Human respirovirus 3	viral cRNA	C84A-5-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618160.1	KY618160	Human respirovirus 3	viral cRNA	C84A-6-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618161.1	KY618161	Human respirovirus 3	viral cRNA	C84A-6-2	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618162.1	KY618162	Human respirovirus 3	viral cRNA	C84B-1-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618163.1	KY618163	Human respirovirus 3	viral cRNA	C84B-1-2	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618164.1	KY618164	Human respirovirus 3	viral cRNA	C84B-2-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618165.1	KY618165	Human respirovirus 3	viral cRNA	C84B-2-3	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618166.1	KY618166	Human respirovirus 3	viral cRNA	C84B-3-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
